id,title,difficulty,url
445,Add Two Numbers II,Medium,https://leetcode.com/problems/add-two-numbers-ii
446,Arithmetic Slices II - Subsequence,Hard,https://leetcode.com/problems/arithmetic-slices-ii-subsequence
447,Number of Boomerangs,Medium,https://leetcode.com/problems/number-of-boomerangs
448,Find All Numbers Disappeared in an Array,Easy,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array
449,Serialize and Deserialize BST,Medium,https://leetcode.com/problems/serialize-and-deserialize-bst
450,Delete Node in a BST,Medium,https://leetcode.com/problems/delete-node-in-a-bst
451,Sort Characters By Frequency,Medium,https://leetcode.com/problems/sort-characters-by-frequency
452,Minimum Number of Arrows to Burst Balloons,Medium,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons
453,Minimum Moves to Equal Array Elements,Easy,https://leetcode.com/problems/minimum-moves-to-equal-array-elements
454,4Sum II,Medium,https://leetcode.com/problems/4sum-ii
455,Assign Cookies,Easy,https://leetcode.com/problems/assign-cookies
456,132 Pattern,Medium,https://leetcode.com/problems/132-pattern
457,Circular Array Loop,Medium,https://leetcode.com/problems/circular-array-loop
458,Poor Pigs,Hard,https://leetcode.com/problems/poor-pigs
459,Repeated Substring Pattern,Easy,https://leetcode.com/problems/repeated-substring-pattern
460,LFU Cache,Hard,https://leetcode.com/problems/lfu-cache
461,Hamming Distance,Easy,https://leetcode.com/problems/hamming-distance
462,Minimum Moves to Equal Array Elements II,Medium,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii
463,Island Perimeter,Easy,https://leetcode.com/problems/island-perimeter
464,Can I Win,Medium,https://leetcode.com/problems/can-i-win
466,Count The Repetitions,Hard,https://leetcode.com/problems/count-the-repetitions
467,Unique Substrings in Wraparound String,Medium,https://leetcode.com/problems/unique-substrings-in-wraparound-string
468,Validate IP Address,Medium,https://leetcode.com/problems/validate-ip-address
470,Implement Rand10() Using Rand7(),Medium,https://leetcode.com/problems/implement-rand10-using-rand7
472,Concatenated Words,Hard,https://leetcode.com/problems/concatenated-words
473,Matchsticks to Square,Medium,https://leetcode.com/problems/matchsticks-to-square
474,Ones and Zeroes,Medium,https://leetcode.com/problems/ones-and-zeroes
475,Heaters,Medium,https://leetcode.com/problems/heaters
476,Number Complement,Easy,https://leetcode.com/problems/number-complement
477,Total Hamming Distance,Medium,https://leetcode.com/problems/total-hamming-distance
478,Generate Random Point in a Circle,Medium,https://leetcode.com/problems/generate-random-point-in-a-circle
479,Largest Palindrome Product,Hard,https://leetcode.com/problems/largest-palindrome-product
480,Sliding Window Median,Hard,https://leetcode.com/problems/sliding-window-median
481,Magical String,Medium,https://leetcode.com/problems/magical-string
482,License Key Formatting,Easy,https://leetcode.com/problems/license-key-formatting
483,Smallest Good Base,Hard,https://leetcode.com/problems/smallest-good-base
485,Max Consecutive Ones,Easy,https://leetcode.com/problems/max-consecutive-ones
486,Predict the Winner,Medium,https://leetcode.com/problems/predict-the-winner
488,Zuma Game,Hard,https://leetcode.com/problems/zuma-game
491,Increasing Subsequences,Medium,https://leetcode.com/problems/increasing-subsequences
492,Construct the Rectangle,Easy,https://leetcode.com/problems/construct-the-rectangle
493,Reverse Pairs,Hard,https://leetcode.com/problems/reverse-pairs
494,Target Sum,Medium,https://leetcode.com/problems/target-sum
495,Teemo Attacking,Medium,https://leetcode.com/problems/teemo-attacking
496,Next Greater Element I,Easy,https://leetcode.com/problems/next-greater-element-i
497,Random Point in Non-overlapping Rectangles,Medium,https://leetcode.com/problems/random-point-in-non-overlapping-rectangles
498,Diagonal Traverse,Medium,https://leetcode.com/problems/diagonal-traverse
500,Keyboard Row,Easy,https://leetcode.com/problems/keyboard-row
501,Find Mode in Binary Search Tree,Easy,https://leetcode.com/problems/find-mode-in-binary-search-tree
502,IPO,Hard,https://leetcode.com/problems/ipo
503,Next Greater Element II,Medium,https://leetcode.com/problems/next-greater-element-ii
504,Base 7,Easy,https://leetcode.com/problems/base-7
506,Relative Ranks,Easy,https://leetcode.com/problems/relative-ranks
507,Perfect Number,Easy,https://leetcode.com/problems/perfect-number
508,Most Frequent Subtree Sum,Medium,https://leetcode.com/problems/most-frequent-subtree-sum
509,Fibonacci Number,Easy,https://leetcode.com/problems/fibonacci-number
513,Find Bottom Left Tree Value,Medium,https://leetcode.com/problems/find-bottom-left-tree-value
514,Freedom Trail,Hard,https://leetcode.com/problems/freedom-trail
515,Find Largest Value in Each Tree Row,Medium,https://leetcode.com/problems/find-largest-value-in-each-tree-row
516,Longest Palindromic Subsequence,Medium,https://leetcode.com/problems/longest-palindromic-subsequence
517,Super Washing Machines,Hard,https://leetcode.com/problems/super-washing-machines
518,Coin Change 2,Medium,https://leetcode.com/problems/coin-change-2
519,Random Flip Matrix,Medium,https://leetcode.com/problems/random-flip-matrix
520,Detect Capital,Easy,https://leetcode.com/problems/detect-capital
521,Longest Uncommon Subsequence I,Easy,https://leetcode.com/problems/longest-uncommon-subsequence-i
522,Longest Uncommon Subsequence II,Medium,https://leetcode.com/problems/longest-uncommon-subsequence-ii
523,Continuous Subarray Sum,Medium,https://leetcode.com/problems/continuous-subarray-sum
524,Longest Word in Dictionary through Deleting,Medium,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting
525,Contiguous Array,Medium,https://leetcode.com/problems/contiguous-array
526,Beautiful Arrangement,Medium,https://leetcode.com/problems/beautiful-arrangement
528,Random Pick with Weight,Medium,https://leetcode.com/problems/random-pick-with-weight
529,Minesweeper,Medium,https://leetcode.com/problems/minesweeper
530,Minimum Absolute Difference in BST,Easy,https://leetcode.com/problems/minimum-absolute-difference-in-bst
532,K-diff Pairs in an Array,Medium,https://leetcode.com/problems/k-diff-pairs-in-an-array
535,Encode and Decode TinyURL,Medium,https://leetcode.com/problems/encode-and-decode-tinyurl
537,Complex Number Multiplication,Medium,https://leetcode.com/problems/complex-number-multiplication
538,Convert BST to Greater Tree,Medium,https://leetcode.com/problems/convert-bst-to-greater-tree
539,Minimum Time Difference,Medium,https://leetcode.com/problems/minimum-time-difference
540,Single Element in a Sorted Array,Medium,https://leetcode.com/problems/single-element-in-a-sorted-array
541,Reverse String II,Easy,https://leetcode.com/problems/reverse-string-ii
542,01 Matrix,Medium,https://leetcode.com/problems/01-matrix
543,Diameter of Binary Tree,Easy,https://leetcode.com/problems/diameter-of-binary-tree
546,Remove Boxes,Hard,https://leetcode.com/problems/remove-boxes
547,Number of Provinces,Medium,https://leetcode.com/problems/number-of-provinces
551,Student Attendance Record I,Easy,https://leetcode.com/problems/student-attendance-record-i
552,Student Attendance Record II,Hard,https://leetcode.com/problems/student-attendance-record-ii
553,Optimal Division,Medium,https://leetcode.com/problems/optimal-division
554,Brick Wall,Medium,https://leetcode.com/problems/brick-wall
556,Next Greater Element III,Medium,https://leetcode.com/problems/next-greater-element-iii
557,Reverse Words in a String III,Easy,https://leetcode.com/problems/reverse-words-in-a-string-iii
558,Logical OR of Two Binary Grids Represented as Quad-Trees,Medium,https://leetcode.com/problems/logical-or-of-two-binary-grids-represented-as-quad-trees
559,Maximum Depth of N-ary Tree,Easy,https://leetcode.com/problems/maximum-depth-of-n-ary-tree
560,Subarray Sum Equals K,Medium,https://leetcode.com/problems/subarray-sum-equals-k
561,Array Partition I,Easy,https://leetcode.com/problems/array-partition-i
563,Binary Tree Tilt,Easy,https://leetcode.com/problems/binary-tree-tilt
564,Find the Closest Palindrome,Hard,https://leetcode.com/problems/find-the-closest-palindrome
565,Array Nesting,Medium,https://leetcode.com/problems/array-nesting
566,Reshape the Matrix,Easy,https://leetcode.com/problems/reshape-the-matrix
567,Permutation in String,Medium,https://leetcode.com/problems/permutation-in-string
572,Subtree of Another Tree,Easy,https://leetcode.com/problems/subtree-of-another-tree
575,Distribute Candies,Easy,https://leetcode.com/problems/distribute-candies
576,Out of Boundary Paths,Medium,https://leetcode.com/problems/out-of-boundary-paths
581,Shortest Unsorted Continuous Subarray,Medium,https://leetcode.com/problems/shortest-unsorted-continuous-subarray
583,Delete Operation for Two Strings,Medium,https://leetcode.com/problems/delete-operation-for-two-strings
587,Erect the Fence,Hard,https://leetcode.com/problems/erect-the-fence
589,N-ary Tree Preorder Traversal,Easy,https://leetcode.com/problems/n-ary-tree-preorder-traversal
590,N-ary Tree Postorder Traversal,Easy,https://leetcode.com/problems/n-ary-tree-postorder-traversal
591,Tag Validator,Hard,https://leetcode.com/problems/tag-validator
592,Fraction Addition and Subtraction,Medium,https://leetcode.com/problems/fraction-addition-and-subtraction
593,Valid Square,Medium,https://leetcode.com/problems/valid-square
594,Longest Harmonious Subsequence,Easy,https://leetcode.com/problems/longest-harmonious-subsequence
595,Big Countries,Easy,https://leetcode.com/problems/big-countries
596,Classes More Than 5 Students,Easy,https://leetcode.com/problems/classes-more-than-5-students
598,Range Addition II,Easy,https://leetcode.com/problems/range-addition-ii
599,Minimum Index Sum of Two Lists,Easy,https://leetcode.com/problems/minimum-index-sum-of-two-lists
600,Non-negative Integers without Consecutive Ones,Hard,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones
601,Human Traffic of Stadium,Hard,https://leetcode.com/problems/human-traffic-of-stadium
605,Can Place Flowers,Easy,https://leetcode.com/problems/can-place-flowers
606,Construct String from Binary Tree,Easy,https://leetcode.com/problems/construct-string-from-binary-tree
609,Find Duplicate File in System,Medium,https://leetcode.com/problems/find-duplicate-file-in-system
611,Valid Triangle Number,Medium,https://leetcode.com/problems/valid-triangle-number
617,Merge Two Binary Trees,Easy,https://leetcode.com/problems/merge-two-binary-trees
620,Not Boring Movies,Easy,https://leetcode.com/problems/not-boring-movies
621,Task Scheduler,Medium,https://leetcode.com/problems/task-scheduler
622,Design Circular Queue,Medium,https://leetcode.com/problems/design-circular-queue
623,Add One Row to Tree,Medium,https://leetcode.com/problems/add-one-row-to-tree
626,Exchange Seats,Medium,https://leetcode.com/problems/exchange-seats
627,Swap Salary,Easy,https://leetcode.com/problems/swap-salary
628,Maximum Product of Three Numbers,Easy,https://leetcode.com/problems/maximum-product-of-three-numbers
629,K Inverse Pairs Array,Hard,https://leetcode.com/problems/k-inverse-pairs-array
630,Course Schedule III,Hard,https://leetcode.com/problems/course-schedule-iii
632,Smallest Range Covering Elements from K Lists,Hard,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists
633,Sum of Square Numbers,Medium,https://leetcode.com/problems/sum-of-square-numbers
636,Exclusive Time of Functions,Medium,https://leetcode.com/problems/exclusive-time-of-functions
637,Average of Levels in Binary Tree,Easy,https://leetcode.com/problems/average-of-levels-in-binary-tree
638,Shopping Offers,Medium,https://leetcode.com/problems/shopping-offers
639,Decode Ways II,Hard,https://leetcode.com/problems/decode-ways-ii
640,Solve the Equation,Medium,https://leetcode.com/problems/solve-the-equation
641,Design Circular Deque,Medium,https://leetcode.com/problems/design-circular-deque
643,Maximum Average Subarray I,Easy,https://leetcode.com/problems/maximum-average-subarray-i
645,Set Mismatch,Easy,https://leetcode.com/problems/set-mismatch
646,Maximum Length of Pair Chain,Medium,https://leetcode.com/problems/maximum-length-of-pair-chain
647,Palindromic Substrings,Medium,https://leetcode.com/problems/palindromic-substrings
648,Replace Words,Medium,https://leetcode.com/problems/replace-words
649,Dota2 Senate,Medium,https://leetcode.com/problems/dota2-senate
650,2 Keys Keyboard,Medium,https://leetcode.com/problems/2-keys-keyboard
652,Find Duplicate Subtrees,Medium,https://leetcode.com/problems/find-duplicate-subtrees
653,Two Sum IV - Input is a BST,Easy,https://leetcode.com/problems/two-sum-iv-input-is-a-bst
654,Maximum Binary Tree,Medium,https://leetcode.com/problems/maximum-binary-tree
655,Print Binary Tree,Medium,https://leetcode.com/problems/print-binary-tree
657,Robot Return to Origin,Easy,https://leetcode.com/problems/robot-return-to-origin
658,Find K Closest Elements,Medium,https://leetcode.com/problems/find-k-closest-elements
659,Split Array into Consecutive Subsequences,Medium,https://leetcode.com/problems/split-array-into-consecutive-subsequences
661,Image Smoother,Easy,https://leetcode.com/problems/image-smoother
662,Maximum Width of Binary Tree,Medium,https://leetcode.com/problems/maximum-width-of-binary-tree
664,Strange Printer,Hard,https://leetcode.com/problems/strange-printer
665,Non-decreasing Array,Medium,https://leetcode.com/problems/non-decreasing-array
667,Beautiful Arrangement II,Medium,https://leetcode.com/problems/beautiful-arrangement-ii
668,Kth Smallest Number in Multiplication Table,Hard,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table
669,Trim a Binary Search Tree,Medium,https://leetcode.com/problems/trim-a-binary-search-tree
670,Maximum Swap,Medium,https://leetcode.com/problems/maximum-swap
671,Second Minimum Node In a Binary Tree,Easy,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree
672,Bulb Switcher II,Medium,https://leetcode.com/problems/bulb-switcher-ii
673,Number of Longest Increasing Subsequence,Medium,https://leetcode.com/problems/number-of-longest-increasing-subsequence
674,Longest Continuous Increasing Subsequence,Easy,https://leetcode.com/problems/longest-continuous-increasing-subsequence
675,Cut Off Trees for Golf Event,Hard,https://leetcode.com/problems/cut-off-trees-for-golf-event
676,Implement Magic Dictionary,Medium,https://leetcode.com/problems/implement-magic-dictionary
677,Map Sum Pairs,Medium,https://leetcode.com/problems/map-sum-pairs
678,Valid Parenthesis String,Medium,https://leetcode.com/problems/valid-parenthesis-string
679,24 Game,Hard,https://leetcode.com/problems/24-game
680,Valid Palindrome II,Easy,https://leetcode.com/problems/valid-palindrome-ii
682,Baseball Game,Easy,https://leetcode.com/problems/baseball-game
684,Redundant Connection,Medium,https://leetcode.com/problems/redundant-connection
685,Redundant Connection II,Hard,https://leetcode.com/problems/redundant-connection-ii
686,Repeated String Match,Medium,https://leetcode.com/problems/repeated-string-match
687,Longest Univalue Path,Medium,https://leetcode.com/problems/longest-univalue-path
688,Knight Probability in Chessboard,Medium,https://leetcode.com/problems/knight-probability-in-chessboard
689,Maximum Sum of 3 Non-Overlapping Subarrays,Hard,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays
690,Employee Importance,Easy,https://leetcode.com/problems/employee-importance
691,Stickers to Spell Word,Hard,https://leetcode.com/problems/stickers-to-spell-word
692,Top K Frequent Words,Medium,https://leetcode.com/problems/top-k-frequent-words
693,Binary Number with Alternating Bits,Easy,https://leetcode.com/problems/binary-number-with-alternating-bits
695,Max Area of Island,Medium,https://leetcode.com/problems/max-area-of-island
696,Count Binary Substrings,Easy,https://leetcode.com/problems/count-binary-substrings
697,Degree of an Array,Easy,https://leetcode.com/problems/degree-of-an-array
698,Partition to K Equal Sum Subsets,Medium,https://leetcode.com/problems/partition-to-k-equal-sum-subsets
699,Falling Squares,Hard,https://leetcode.com/problems/falling-squares
700,Search in a Binary Search Tree,Easy,https://leetcode.com/problems/search-in-a-binary-search-tree
701,Insert into a Binary Search Tree,Medium,https://leetcode.com/problems/insert-into-a-binary-search-tree
703,Kth Largest Element in a Stream,Easy,https://leetcode.com/problems/kth-largest-element-in-a-stream
704,Binary Search,Easy,https://leetcode.com/problems/binary-search
705,Design HashSet,Easy,https://leetcode.com/problems/design-hashset
706,Design HashMap,Easy,https://leetcode.com/problems/design-hashmap
707,Design Linked List,Medium,https://leetcode.com/problems/design-linked-list
709,To Lower Case,Easy,https://leetcode.com/problems/to-lower-case
710,Random Pick with Blacklist,Hard,https://leetcode.com/problems/random-pick-with-blacklist
712,Minimum ASCII Delete Sum for Two Strings,Medium,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings
713,Subarray Product Less Than K,Medium,https://leetcode.com/problems/subarray-product-less-than-k
714,Best Time to Buy and Sell Stock with Transaction Fee,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee
715,Range Module,Hard,https://leetcode.com/problems/range-module
717,1-bit and 2-bit Characters,Easy,https://leetcode.com/problems/1-bit-and-2-bit-characters
718,Maximum Length of Repeated Subarray,Medium,https://leetcode.com/problems/maximum-length-of-repeated-subarray
719,Find K-th Smallest Pair Distance,Hard,https://leetcode.com/problems/find-k-th-smallest-pair-distance
720,Longest Word in Dictionary,Easy,https://leetcode.com/problems/longest-word-in-dictionary
721,Accounts Merge,Medium,https://leetcode.com/problems/accounts-merge
722,Remove Comments,Medium,https://leetcode.com/problems/remove-comments
724,Find Pivot Index,Easy,https://leetcode.com/problems/find-pivot-index
725,Split Linked List in Parts,Medium,https://leetcode.com/problems/split-linked-list-in-parts
726,Number of Atoms,Hard,https://leetcode.com/problems/number-of-atoms
728,Self Dividing Numbers,Easy,https://leetcode.com/problems/self-dividing-numbers
729,My Calendar I,Medium,https://leetcode.com/problems/my-calendar-i
730,Count Different Palindromic Subsequences,Hard,https://leetcode.com/problems/count-different-palindromic-subsequences
731,My Calendar II,Medium,https://leetcode.com/problems/my-calendar-ii
732,My Calendar III,Hard,https://leetcode.com/problems/my-calendar-iii
733,Flood Fill,Easy,https://leetcode.com/problems/flood-fill
735,Asteroid Collision,Medium,https://leetcode.com/problems/asteroid-collision
736,Parse Lisp Expression,Hard,https://leetcode.com/problems/parse-lisp-expression
738,Monotone Increasing Digits,Medium,https://leetcode.com/problems/monotone-increasing-digits
739,Daily Temperatures,Medium,https://leetcode.com/problems/daily-temperatures
740,Delete and Earn,Medium,https://leetcode.com/problems/delete-and-earn
741,Cherry Pickup,Hard,https://leetcode.com/problems/cherry-pickup
743,Network Delay Time,Medium,https://leetcode.com/problems/network-delay-time
744,Find Smallest Letter Greater Than Target,Easy,https://leetcode.com/problems/find-smallest-letter-greater-than-target
745,Prefix and Suffix Search,Hard,https://leetcode.com/problems/prefix-and-suffix-search
746,Min Cost Climbing Stairs,Easy,https://leetcode.com/problems/min-cost-climbing-stairs
747,Largest Number At Least Twice of Others,Easy,https://leetcode.com/problems/largest-number-at-least-twice-of-others
748,Shortest Completing Word,Easy,https://leetcode.com/problems/shortest-completing-word
749,Contain Virus,Hard,https://leetcode.com/problems/contain-virus
752,Open the Lock,Medium,https://leetcode.com/problems/open-the-lock
753,Cracking the Safe,Hard,https://leetcode.com/problems/cracking-the-safe
754,Reach a Number,Medium,https://leetcode.com/problems/reach-a-number
756,Pyramid Transition Matrix,Medium,https://leetcode.com/problems/pyramid-transition-matrix
757,Set Intersection Size At Least Two,Hard,https://leetcode.com/problems/set-intersection-size-at-least-two
761,Special Binary String,Hard,https://leetcode.com/problems/special-binary-string
762,Prime Number of Set Bits in Binary Representation,Easy,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation
763,Partition Labels,Medium,https://leetcode.com/problems/partition-labels
764,Largest Plus Sign,Medium,https://leetcode.com/problems/largest-plus-sign
765,Couples Holding Hands,Hard,https://leetcode.com/problems/couples-holding-hands
766,Toeplitz Matrix,Easy,https://leetcode.com/problems/toeplitz-matrix
767,Reorganize String,Medium,https://leetcode.com/problems/reorganize-string
768,Max Chunks To Make Sorted II,Hard,https://leetcode.com/problems/max-chunks-to-make-sorted-ii
769,Max Chunks To Make Sorted,Medium,https://leetcode.com/problems/max-chunks-to-make-sorted
770,Basic Calculator IV,Hard,https://leetcode.com/problems/basic-calculator-iv
771,Jewels and Stones,Easy,https://leetcode.com/problems/jewels-and-stones
773,Sliding Puzzle,Hard,https://leetcode.com/problems/sliding-puzzle
775,Global and Local Inversions,Medium,https://leetcode.com/problems/global-and-local-inversions
777,Swap Adjacent in LR String,Medium,https://leetcode.com/problems/swap-adjacent-in-lr-string
778,Swim in Rising Water,Hard,https://leetcode.com/problems/swim-in-rising-water
779,K-th Symbol in Grammar,Medium,https://leetcode.com/problems/k-th-symbol-in-grammar
780,Reaching Points,Hard,https://leetcode.com/problems/reaching-points
781,Rabbits in Forest,Medium,https://leetcode.com/problems/rabbits-in-forest
782,Transform to Chessboard,Hard,https://leetcode.com/problems/transform-to-chessboard
783,Minimum Distance Between BST Nodes,Easy,https://leetcode.com/problems/minimum-distance-between-bst-nodes
784,Letter Case Permutation,Medium,https://leetcode.com/problems/letter-case-permutation
785,Is Graph Bipartite?,Medium,https://leetcode.com/problems/is-graph-bipartite
786,K-th Smallest Prime Fraction,Hard,https://leetcode.com/problems/k-th-smallest-prime-fraction
787,Cheapest Flights Within K Stops,Medium,https://leetcode.com/problems/cheapest-flights-within-k-stops
788,Rotated Digits,Easy,https://leetcode.com/problems/rotated-digits
789,Escape The Ghosts,Medium,https://leetcode.com/problems/escape-the-ghosts
790,Domino and Tromino Tiling,Medium,https://leetcode.com/problems/domino-and-tromino-tiling
791,Custom Sort String,Medium,https://leetcode.com/problems/custom-sort-string
792,Number of Matching Subsequences,Medium,https://leetcode.com/problems/number-of-matching-subsequences
793,Preimage Size of Factorial Zeroes Function,Hard,https://leetcode.com/problems/preimage-size-of-factorial-zeroes-function
794,Valid Tic-Tac-Toe State,Medium,https://leetcode.com/problems/valid-tic-tac-toe-state
795,Number of Subarrays with Bounded Maximum,Medium,https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum
796,Rotate String,Easy,https://leetcode.com/problems/rotate-string
797,All Paths From Source to Target,Medium,https://leetcode.com/problems/all-paths-from-source-to-target
798,Smallest Rotation with Highest Score,Hard,https://leetcode.com/problems/smallest-rotation-with-highest-score
799,Champagne Tower,Medium,https://leetcode.com/problems/champagne-tower
801,Minimum Swaps To Make Sequences Increasing,Medium,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing
802,Find Eventual Safe States,Medium,https://leetcode.com/problems/find-eventual-safe-states
803,Bricks Falling When Hit,Hard,https://leetcode.com/problems/bricks-falling-when-hit
804,Unique Morse Code Words,Easy,https://leetcode.com/problems/unique-morse-code-words
805,Split Array With Same Average,Hard,https://leetcode.com/problems/split-array-with-same-average
806,Number of Lines To Write String,Easy,https://leetcode.com/problems/number-of-lines-to-write-string
807,Max Increase to Keep City Skyline,Medium,https://leetcode.com/problems/max-increase-to-keep-city-skyline
808,Soup Servings,Medium,https://leetcode.com/problems/soup-servings
809,Expressive Words,Medium,https://leetcode.com/problems/expressive-words
810,Chalkboard XOR Game,Hard,https://leetcode.com/problems/chalkboard-xor-game
811,Subdomain Visit Count,Easy,https://leetcode.com/problems/subdomain-visit-count
812,Largest Triangle Area,Easy,https://leetcode.com/problems/largest-triangle-area
813,Largest Sum of Averages,Medium,https://leetcode.com/problems/largest-sum-of-averages
814,Binary Tree Pruning,Medium,https://leetcode.com/problems/binary-tree-pruning
815,Bus Routes,Hard,https://leetcode.com/problems/bus-routes
816,Ambiguous Coordinates,Medium,https://leetcode.com/problems/ambiguous-coordinates
817,Linked List Components,Medium,https://leetcode.com/problems/linked-list-components
818,Race Car,Hard,https://leetcode.com/problems/race-car
819,Most Common Word,Easy,https://leetcode.com/problems/most-common-word
820,Short Encoding of Words,Medium,https://leetcode.com/problems/short-encoding-of-words
821,Shortest Distance to a Character,Easy,https://leetcode.com/problems/shortest-distance-to-a-character
822,Card Flipping Game,Medium,https://leetcode.com/problems/card-flipping-game
823,Binary Trees With Factors,Medium,https://leetcode.com/problems/binary-trees-with-factors
824,Goat Latin,Easy,https://leetcode.com/problems/goat-latin
825,Friends Of Appropriate Ages,Medium,https://leetcode.com/problems/friends-of-appropriate-ages
826,Most Profit Assigning Work,Medium,https://leetcode.com/problems/most-profit-assigning-work
827,Making A Large Island,Hard,https://leetcode.com/problems/making-a-large-island
828,Count Unique Characters of All Substrings of a Given String,Hard,https://leetcode.com/problems/count-unique-characters-of-all-substrings-of-a-given-string
829,Consecutive Numbers Sum,Hard,https://leetcode.com/problems/consecutive-numbers-sum
830,Positions of Large Groups,Easy,https://leetcode.com/problems/positions-of-large-groups
831,Masking Personal Information,Medium,https://leetcode.com/problems/masking-personal-information
832,Flipping an Image,Easy,https://leetcode.com/problems/flipping-an-image
833,Find And Replace in String,Medium,https://leetcode.com/problems/find-and-replace-in-string
834,Sum of Distances in Tree,Hard,https://leetcode.com/problems/sum-of-distances-in-tree
835,Image Overlap,Medium,https://leetcode.com/problems/image-overlap
836,Rectangle Overlap,Easy,https://leetcode.com/problems/rectangle-overlap
837,New 21 Game,Medium,https://leetcode.com/problems/new-21-game
838,Push Dominoes,Medium,https://leetcode.com/problems/push-dominoes
839,Similar String Groups,Hard,https://leetcode.com/problems/similar-string-groups
840,Magic Squares In Grid,Medium,https://leetcode.com/problems/magic-squares-in-grid
841,Keys and Rooms,Medium,https://leetcode.com/problems/keys-and-rooms
842,Split Array into Fibonacci Sequence,Medium,https://leetcode.com/problems/split-array-into-fibonacci-sequence
843,Guess the Word,Hard,https://leetcode.com/problems/guess-the-word
844,Backspace String Compare,Easy,https://leetcode.com/problems/backspace-string-compare
845,Longest Mountain in Array,Medium,https://leetcode.com/problems/longest-mountain-in-array
846,Hand of Straights,Medium,https://leetcode.com/problems/hand-of-straights
847,Shortest Path Visiting All Nodes,Hard,https://leetcode.com/problems/shortest-path-visiting-all-nodes
848,Shifting Letters,Medium,https://leetcode.com/problems/shifting-letters
849,Maximize Distance to Closest Person,Medium,https://leetcode.com/problems/maximize-distance-to-closest-person
850,Rectangle Area II,Hard,https://leetcode.com/problems/rectangle-area-ii
851,Loud and Rich,Medium,https://leetcode.com/problems/loud-and-rich
852,Peak Index in a Mountain Array,Easy,https://leetcode.com/problems/peak-index-in-a-mountain-array
853,Car Fleet,Medium,https://leetcode.com/problems/car-fleet
854,K-Similar Strings,Hard,https://leetcode.com/problems/k-similar-strings
855,Exam Room,Medium,https://leetcode.com/problems/exam-room
856,Score of Parentheses,Medium,https://leetcode.com/problems/score-of-parentheses
857,Minimum Cost to Hire K Workers,Hard,https://leetcode.com/problems/minimum-cost-to-hire-k-workers
858,Mirror Reflection,Medium,https://leetcode.com/problems/mirror-reflection
859,Buddy Strings,Easy,https://leetcode.com/problems/buddy-strings
860,Lemonade Change,Easy,https://leetcode.com/problems/lemonade-change
861,Score After Flipping Matrix,Medium,https://leetcode.com/problems/score-after-flipping-matrix
862,Shortest Subarray with Sum at Least K,Hard,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k
863,All Nodes Distance K in Binary Tree,Medium,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree
864,Shortest Path to Get All Keys,Hard,https://leetcode.com/problems/shortest-path-to-get-all-keys
865,Smallest Subtree with all the Deepest Nodes,Medium,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes
866,Prime Palindrome,Medium,https://leetcode.com/problems/prime-palindrome
867,Transpose Matrix,Easy,https://leetcode.com/problems/transpose-matrix
868,Binary Gap,Easy,https://leetcode.com/problems/binary-gap
869,Reordered Power of 2,Medium,https://leetcode.com/problems/reordered-power-of-2
870,Advantage Shuffle,Medium,https://leetcode.com/problems/advantage-shuffle
871,Minimum Number of Refueling Stops,Hard,https://leetcode.com/problems/minimum-number-of-refueling-stops
872,Leaf-Similar Trees,Easy,https://leetcode.com/problems/leaf-similar-trees
873,Length of Longest Fibonacci Subsequence,Medium,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence
874,Walking Robot Simulation,Easy,https://leetcode.com/problems/walking-robot-simulation
875,Koko Eating Bananas,Medium,https://leetcode.com/problems/koko-eating-bananas
876,Middle of the Linked List,Easy,https://leetcode.com/problems/middle-of-the-linked-list
877,Stone Game,Medium,https://leetcode.com/problems/stone-game
878,Nth Magical Number,Hard,https://leetcode.com/problems/nth-magical-number
879,Profitable Schemes,Hard,https://leetcode.com/problems/profitable-schemes
880,Decoded String at Index,Medium,https://leetcode.com/problems/decoded-string-at-index
881,Boats to Save People,Medium,https://leetcode.com/problems/boats-to-save-people
882,Reachable Nodes In Subdivided Graph,Hard,https://leetcode.com/problems/reachable-nodes-in-subdivided-graph
883,Projection Area of 3D Shapes,Easy,https://leetcode.com/problems/projection-area-of-3d-shapes
884,Uncommon Words from Two Sentences,Easy,https://leetcode.com/problems/uncommon-words-from-two-sentences
885,Spiral Matrix III,Medium,https://leetcode.com/problems/spiral-matrix-iii
